strategy,return_pct,buy_hold_pct,trades,win_rate,max_dd_pct,sharpe,sl_count,tp_count,period_start,period_end
rsi14_cd6_sl8_tp10,0.4118,-25.4919,4,50.0,1.7369,0.428,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd6_sl8_tp15,0.4118,-25.4919,4,50.0,1.7369,0.428,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd6_sl8_tp20,0.4118,-25.4919,4,50.0,1.7369,0.428,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd6_sl8_tp0,0.4118,-25.4919,4,50.0,1.7369,0.428,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd6_sl8_tp10,0.4118,-25.4919,4,50.0,1.7369,0.428,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd6_sl8_tp15,0.4118,-25.4919,4,50.0,1.7369,0.428,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd6_sl8_tp20,0.4118,-25.4919,4,50.0,1.7369,0.428,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl3_tp0,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl3_tp10,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl3_tp15,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl3_tp20,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl3_tp0,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl3_tp10,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl3_tp15,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl3_tp20,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl3_tp0,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl3_tp10,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl3_tp15,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl3_tp20,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl3_tp0,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl3_tp10,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl3_tp15,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl3_tp20,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl3_tp0,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl3_tp10,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl3_tp15,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl3_tp20,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl3_tp0,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl3_tp10,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl3_tp15,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl3_tp20,0.0348,-25.4919,5,40.0,0.7098,0.0898,3,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl5_tp0,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl5_tp10,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl5_tp15,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl5_tp20,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl5_tp0,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl5_tp10,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl5_tp15,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl5_tp20,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl5_tp0,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl5_tp10,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl5_tp15,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl5_tp20,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl5_tp0,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl5_tp10,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl5_tp15,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl5_tp20,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl5_tp0,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl5_tp10,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl5_tp15,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl5_tp20,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl5_tp0,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl5_tp10,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl5_tp15,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl5_tp20,-0.0633,-25.4919,4,50.0,1.2487,-0.0754,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl8_tp0,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl8_tp10,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl8_tp15,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl8_tp20,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl8_tp0,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl8_tp10,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl8_tp15,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl8_tp20,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl8_tp0,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl8_tp10,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl8_tp15,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl8_tp20,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl8_tp0,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl8_tp10,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl8_tp15,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl8_tp20,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl8_tp0,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl8_tp10,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl8_tp15,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl8_tp20,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl8_tp0,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl8_tp10,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl8_tp15,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl8_tp20,-0.5574,-25.4919,4,50.0,1.7369,-0.7235,2,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd6_sl0_tp0,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd6_sl0_tp10,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd6_sl0_tp15,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd6_sl0_tp20,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd6_sl0_tp0,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd6_sl0_tp10,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd6_sl0_tp15,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd6_sl0_tp20,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd6_sl0_tp0,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd6_sl0_tp10,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd6_sl0_tp15,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd6_sl0_tp20,-2.1291,-25.4919,3,66.67,5.5452,-1.3851,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl0_tp0,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl0_tp10,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl0_tp15,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd12_sl0_tp20,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl0_tp0,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl0_tp10,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl0_tp15,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi10_cd24_sl0_tp20,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl0_tp0,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl0_tp10,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl0_tp15,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd12_sl0_tp20,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl0_tp0,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl0_tp10,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl0_tp15,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi14_cd24_sl0_tp20,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl0_tp0,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl0_tp10,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl0_tp15,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd12_sl0_tp20,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl0_tp0,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl0_tp10,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl0_tp15,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
rsi20_cd24_sl0_tp20,-3.0738,-25.4919,3,66.67,5.5452,-2.2674,0,0,2025-11-29 20:00:00,2026-02-21 03:00:00
